Res2_Phage_C6_2	26547.0	0.0	0.0	0.0	0.0	1.0	5.0	10.0	13.0	32.0	122.0	378.0	779.0	794.0	985.0	1279.0	1764.0	2480.0	3465.0	4577.0	5957.0	7687.0	10286.0	13107.0	16613.0	20192.0	24725.0	28970.0	32936.0	35257.0	35809.0	38260.0	47377.0	61171.0	81218.0	232714.0
Res2_Phage_D1_1	27277.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	8.0	3.0	1.0	4.0	18.0	68.0	99.0	360.0	472.0	542.0	560.0	665.0	917.0	1218.0	1872.0	2790.0	4445.0	6684.0	10569.0	16152.0	24639.0	37065.0	54247.0	79615.0	115506.0	200601.0	709879.0
Res2_Phage_D1_2	26531.0	0.0	0.0	0.0	0.0	0.0	8.0	18.0	24.0	67.0	221.0	760.0	1552.0	1453.0	1616.0	2140.0	3010.0	4019.0	5433.0	7348.0	9889.0	12998.0	17324.0	22106.0	28751.0	36472.0	44442.0	53671.0	61647.0	65297.0	63789.0	63644.0	73585.0	96582.0	152091.0	439792.0
Res2_Phage_D2_1	8727.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	8.0	6.0	10.0	15.0	9.0	19.0	31.0	92.0	155.0	320.0	453.0	608.0	790.0	1202.0	1772.0	2759.0	4246.0	6488.0	10249.0	16378.0	24816.0	38303.0	57588.0	85930.0	123930.0	177453.0	277100.0	818464.0
Res2_Phage_D2_2	8411.0	0.0	0.0	1.0	2.0	11.0	27.0	43.0	105.0	112.0	212.0	646.0	1444.0	1632.0	1760.0	2368.0	3295.0	4692.0	6370.0	8599.0	11675.0	16033.0	21316.0	28513.0	37551.0	48622.0	62565.0	77356.0	92066.0	102078.0	97258.0	87170.0	90886.0	118019.0	206693.0	520393.0
Res2_Phage_D3_1	5977.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	8.0	5.0	6.0	14.0	12.0	18.0	18.0	57.0	140.0	211.0	347.0	348.0	483.0	679.0	964.0	1419.0	2420.0	3646.0	6142.0	9766.0	15723.0	24715.0	39052.0	60198.0	92069.0	140113.0	228556.0	834925.0
Res2_Phage_D3_2	5575.0	0.0	0.0	1.0	4.0	53.0	62.0	113.0	220.0	124.0	166.0	445.0	963.0	1150.0	1189.0	1659.0	2086.0	2895.0	3948.0	5076.0	6751.0	8968.0	12193.0	15905.0	20771.0	27913.0	37073.0	47736.0	59410.0	68449.0	67513.0	60601.0	68533.0	99820.0	191721.0	648950.0
Res2_Phage_D4_1	1543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	1.0	3.0	13.0	15.0	40.0	66.0	90.0	123.0	154.0	212.0	255.0	398.0	601.0	925.0	1437.0	2313.0	3774.0	6221.0	10028.0	16070.0	25615.0	43367.0	81099.0	372261.0
Res2_Phage_D4_2	1446.0	0.0	0.0	0.0	0.0	17.0	24.0	31.0	82.0	50.0	60.0	153.0	395.0	470.0	384.0	471.0	548.0	689.0	913.0	1180.0	1642.0	2219.0	3210.0	4430.0	6274.0	8323.0	11255.0	14421.0	17798.0	20412.0	20466.0	21052.0	27243.0	43628.0	78257.0	279088.0
Res2_Phage_D5_1	21412.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	8.0	2.0	6.0	4.0	11.0	35.0	71.0	216.0	412.0	484.0	523.0	644.0	798.0	1105.0	1678.0	2517.0	3916.0	6162.0	9696.0	14752.0	22987.0	35963.0	55199.0	86430.0	138030.0	250474.0	1033071.0
