Sample	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	297	301
trimmed_Res2_Phage_A5_2_paired	13930.0	14399.0	15899.0	16275.0	17731.0	18134.0	19406.0	20233.0	20476.0	20934.0	21599.0	22141.0	21751.0	22000.0	21714.0	22360.0	21610.0	21686.0	21221.0	21358.0	20715.0	20134.0	19905.0	19663.0	18600.0	18164.0	17281.0	17125.0	16671.0	16401.0	15866.0	14534.0	13517.0	12979.0	12397.0	12499.0	12615.0	12842.0	12145.0	11112.0	10548.0	11125.0	7456.0	5330.0	4425.0	5070.0
trimmed_Res2_Phage_A6_1_paired	1341.0	1470.0	1715.0	1725.0	1854.0	1992.0	2206.0	2280.0	2423.0	2525.0	2750.0	2777.0	2968.0	3262.0	3298.0	3513.0	3529.0	3772.0	3902.0	4158.0	4220.0	4390.0	4643.0	4539.0	4689.0	4542.0	4676.0	4729.0	4842.0	4764.0	4762.0	4790.0	4829.0	4795.0	4888.0	4709.0	4766.0	4864.0	4810.0	4715.0	4273.0	3968.0	3868.0	3989.0	6293.0	32376.0
trimmed_Res2_Phage_A6_2_paired	2463.0	2569.0	2977.0	2960.0	3274.0	3541.0	3916.0	4039.0	4225.0	4386.0	4579.0	4795.0	5014.0	5332.0	5269.0	5514.0	5577.0	5948.0	5788.0	5953.0	6136.0	6183.0	5999.0	5848.0	6026.0	5578.0	5597.0	5497.0	5456.0	5476.0	5234.0	4941.0	4661.0	4124.0	3967.0	3907.0	4144.0	4036.0	4248.0	4092.0	3780.0	2949.0	2106.0	1512.0	1198.0	1375.0
trimmed_Res2_Phage_B1_1_paired	47448.0	48593.0	51793.0	52411.0	53761.0	54395.0	55099.0	55759.0	56077.0	55681.0	55679.0	54737.0	54206.0	53614.0	52255.0	52025.0	50014.0	49395.0	48083.0	46338.0	45611.0	43878.0	42709.0	40942.0	38694.0	36826.0	34631.0	32916.0	30738.0	28698.0	26511.0	23043.0	22626.0	21570.0	21243.0	20663.0	20997.0	21625.0	22617.0	21976.0	20606.0	17579.0	14794.0	12334.0	15691.0	46446.0
trimmed_Res2_Phage_B1_2_paired	49698.0	50814.0	54711.0	55574.0	57153.0	58276.0	59364.0	60544.0	60606.0	60128.0	60775.0	60356.0	60055.0	59347.0	58056.0	57604.0	56263.0	56164.0	54566.0	52933.0	52608.0	51285.0	49527.0	47725.0	46189.0	44653.0	42076.0	40825.0	39939.0	38716.0	35820.0	30552.0	25751.0	20405.0	15698.0	12095.0	10767.0	7028.0	5502.0	4127.0	3100.0	2330.0	1464.0	903.0	629.0	626.0
trimmed_Res2_Phage_B2_1_paired	95207.0	97568.0	98769.0	98998.0	99497.0	98520.0	99660.0	98206.0	98029.0	97016.0	95396.0	94708.0	93479.0	92200.0	91235.0	90253.0	88957.0	87390.0	86863.0	85088.0	84187.0	82785.0	82011.0	80164.0	79068.0	77003.0	75534.0	74257.0	72698.0	71112.0	68983.0	67749.0	65474.0	62636.0	60362.0	57740.0	55095.0	52589.0	49936.0	47299.0	45251.0	41847.0	48065.0	55323.0	98471.0	563426.0
trimmed_Res2_Phage_B2_2_paired	99990.0	101875.0	104074.0	104792.0	104970.0	104298.0	106147.0	104511.0	103996.0	102834.0	101185.0	100336.0	99262.0	98492.0	97404.0	95758.0	95520.0	93958.0	94047.0	93358.0	94798.0	96631.0	90933.0	91045.0	90606.0	89965.0	89184.0	89648.0	90952.0	91969.0	96797.0	93950.0	96895.0	92577.0	94278.0	99563.0	105680.0	108174.0	111010.0	98421.0	78120.0	46716.0	28425.0	15326.0	9401.0	8233.0
trimmed_Res2_Phage_B3_1_paired	1994.0	2182.0	2249.0	2401.0	2499.0	2624.0	2793.0	2842.0	2978.0	3208.0	3172.0	3308.0	3446.0	3466.0	3770.0	3791.0	3940.0	3983.0	4219.0	4264.0	4481.0	4366.0	4547.0	4707.0	4731.0	4924.0	4927.0	5281.0	5084.0	5265.0	5097.0	5023.0	5030.0	4920.0	4853.0	4936.0	5211.0	5100.0	5174.0	5231.0	5261.0	5111.0	5587.0	6203.0	14527.0	61661.0
trimmed_Res2_Phage_B3_2_paired	2582.0	2789.0	2890.0	3119.0	3176.0	3419.0	3557.0	3672.0	3979.0	4223.0	4245.0	4364.0	4573.0	4664.0	4953.0	5018.0	5283.0	5413.0	5634.0	5961.0	6395.0	6440.0	6747.0	7019.0	7233.0	7633.0	7858.0	8225.0	8628.0	9103.0	9219.0	9695.0	9818.0	10085.0	10538.0	10535.0	10337.0	8460.0	6835.0	5137.0	3681.0	2787.0	1630.0	1185.0	830.0	800.0
trimmed_Res2_Phage_B4_1_paired	15115.0	16341.0	17755.0	19343.0	20662.0	22361.0	23995.0	25289.0	26747.0	28131.0	29545.0	30037.0	31010.0	32350.0	32307.0	32647.0	33622.0	33607.0	33895.0	33924.0	33856.0	33717.0	33460.0	33023.0	32231.0	31055.0	30201.0	29237.0	28393.0	27270.0	25691.0	23316.0	22680.0	22362.0	21855.0	21432.0	21754.0	21508.0	21769.0	21443.0	20337.0	18016.0	15496.0	14011.0	24056.0	108172.0
trimmed_Res2_Phage_B4_2_paired	16928.0	18253.0	20031.0	21840.0	23290.0	25378.0	27260.0	28812.0	30007.0	31874.0	33565.0	34656.0	35477.0	36756.0	36701.0	37153.0	38501.0	39133.0	39086.0	38972.0	39192.0	39491.0	38935.0	38749.0	38191.0	37689.0	36874.0	36590.0	36848.0	36813.0	35693.0	32440.0	28440.0	24551.0	21011.0	18634.0	18913.0	16457.0	15568.0	14485.0	13299.0	13851.0	9640.0	6844.0	5574.0	6579.0
trimmed_Res2_Phage_B5_1_paired	9718.0	9867.0	10211.0	10271.0	10304.0	10306.0	10278.0	10216.0	9843.0	9785.0	9643.0	9318.0	9013.0	8707.0	8488.0	8232.0	7972.0	7622.0	7332.0	6909.0	6638.0	6418.0	6208.0	5827.0	5519.0	5150.0	4991.0	4540.0	4177.0	3986.0	3545.0	3163.0	3059.0	2818.0	2829.0	2835.0	2857.0	3008.0	3066.0	3106.0	2994.0	2632.0	2485.0	2449.0	3853.0	12810.0
trimmed_Res2_Phage_B5_2_paired	10241.0	10404.0	10848.0	10838.0	10943.0	10976.0	11040.0	10985.0	10660.0	10613.0	10485.0	10197.0	9981.0	9547.0	9360.0	9117.0	8905.0	8652.0	8246.0	7865.0	7659.0	7533.0	7231.0	7045.0	6699.0	6426.0	6199.0	5976.0	5994.0	5932.0	5509.0	4902.0	4033.0	3303.0	2822.0	2425.0	1845.0	1263.0	926.0	536.0	311.0	220.0	136.0	63.0	59.0	48.0
trimmed_Res2_Phage_B6_1_paired	27075.0	27747.0	29188.0	29375.0	29794.0	29540.0	29906.0	29188.0	28832.0	28569.0	27777.0	26755.0	26392.0	25417.0	24641.0	23719.0	22901.0	21929.0	20386.0	19700.0	18749.0	17747.0	16868.0	15949.0	14685.0	13571.0	12943.0	11899.0	10689.0	10023.0	8955.0	7607.0	7092.0	6455.0	5926.0	5278.0	5142.0	4788.0	4528.0	4193.0	3871.0	3339.0	3193.0	3288.0	5643.0	22722.0
trimmed_Res2_Phage_B6_2_paired	27794.0	28452.0	30086.0	30351.0	30866.0	30779.0	31193.0	30724.0	30148.0	29938.0	29332.0	28367.0	27947.0	26789.0	26013.0	24983.0	24327.0	23357.0	21687.0	20870.0	19954.0	18854.0	17871.0	16793.0	15666.0	14654.0	13795.0	12732.0	11609.0	10912.0	9782.0	8648.0	7524.0	6784.0	6091.0	5591.0	5015.0	4120.0	3351.0	2765.0	2195.0	1941.0	1280.0	814.0	614.0	616.0
trimmed_Res2_Phage_C1_1_paired	48493.0	49838.0	50781.0	51313.0	52075.0	52341.0	52846.0	52767.0	52356.0	52244.0	51371.0	51519.0	50636.0	50189.0	48922.0	48435.0	47446.0	46952.0	45845.0	45030.0	43476.0	43147.0	42629.0	41750.0	40328.0	39086.0	37988.0	36839.0	36206.0	34844.0	33265.0	31201.0	30772.0	29937.0	29774.0	29288.0	28608.0	28932.0	28149.0	27231.0	25410.0	22074.0	20751.0	20924.0	40645.0	191643.0
trimmed_Res2_Phage_C1_2_paired	52056.0	53379.0	55151.0	55929.0	57013.0	57653.0	58624.0	59448.0	58636.0	58732.0	58479.0	59621.0	58363.0	58261.0	56860.0	56417.0	56104.0	55978.0	54933.0	53893.0	53429.0	53530.0	51916.0	51722.0	50741.0	49772.0	47803.0	46471.0	46134.0	44919.0	42528.0	39468.0	35700.0	32994.0	30769.0	29517.0	29325.0	25615.0	23193.0	20042.0	17959.0	18678.0	12822.0	9093.0	7353.0	9273.0
trimmed_Res2_Phage_C2_1_paired	18907.0	19577.0	19964.0	20218.0	20795.0	20900.0	20920.0	20457.0	20318.0	20165.0	20045.0	19237.0	18911.0	18643.0	18194.0	17555.0	17227.0	16663.0	15796.0	15641.0	14943.0	14308.0	13444.0	12867.0	12159.0	11416.0	10789.0	10191.0	9703.0	9082.0	8377.0	7709.0	7526.0	7099.0	7043.0	6943.0	7118.0	7244.0	7021.0	6902.0	6499.0	5771.0	5506.0	5635.0	10037.0	40161.0
trimmed_Res2_Phage_C2_2_paired	20755.0	21294.0	21975.0	22495.0	23071.0	23222.0	23571.0	23109.0	22970.0	22917.0	22908.0	22307.0	21895.0	21572.0	21062.0	20217.0	20014.0	19566.0	18633.0	18304.0	17510.0	16922.0	15832.0	15308.0	14638.0	13806.0	13009.0	12543.0	12123.0	11364.0	10563.0	9367.0	8150.0	7022.0	6565.0	6058.0	5293.0	4296.0	3709.0	2772.0	2181.0	1836.0	1065.0	743.0	531.0	563.0
trimmed_Res2_Phage_C3_1_paired	5076.0	5420.0	5904.0	5987.0	6409.0	6868.0	7157.0	7491.0	7983.0	8328.0	8771.0	9148.0	9611.0	9964.0	10431.0	10875.0	11348.0	11777.0	12340.0	12631.0	13271.0	13585.0	14043.0	14074.0	14385.0	14813.0	14840.0	14728.0	14615.0	14921.0	14412.0	13860.0	13754.0	13567.0	13543.0	13146.0	13325.0	13546.0	13513.0	12948.0	12109.0	10507.0	9665.0	9857.0	17526.0	68840.0
trimmed_Res2_Phage_C3_2_paired	7150.0	7393.0	8246.0	8480.0	9075.0	9801.0	10222.0	10783.0	11509.0	12055.0	12652.0	13642.0	13937.0	14448.0	15112.0	15717.0	16493.0	17038.0	17644.0	18290.0	18933.0	19779.0	19746.0	19994.0	20094.0	20539.0	19899.0	19697.0	19572.0	19279.0	18160.0	16740.0	15043.0	13386.0	12613.0	11556.0	10510.0	8625.0	6980.0	5418.0	4259.0	3925.0	2363.0	1580.0	1271.0	1264.0
trimmed_Res2_Phage_C4_1_paired	19155.0	20718.0	22331.0	24201.0	25838.0	27236.0	28993.0	30680.0	32409.0	33371.0	34874.0	36276.0	36880.0	37783.0	38276.0	38820.0	39393.0	39441.0	39538.0	38901.0	38648.0	38215.0	37471.0	36350.0	34763.0	33509.0	32066.0	30121.0	28658.0	26923.0	24859.0	22354.0	21383.0	20370.0	19422.0	18351.0	17778.0	17235.0	16449.0	15754.0	14441.0	12323.0	11348.0	11253.0	20193.0	93608.0
trimmed_Res2_Phage_C4_2_paired	20975.0	22491.0	24449.0	26441.0	28288.0	29868.0	31973.0	33902.0	35599.0	36527.0	38609.0	40501.0	40892.0	41729.0	42481.0	42874.0	43897.0	44138.0	44044.0	43442.0	43194.0	42962.0	41819.0	40727.0	39357.0	38038.0	36592.0	34550.0	33998.0	32435.0	30124.0	27342.0	24507.0	21736.0	19309.0	18331.0	17743.0	15751.0	13978.0	12010.0	10659.0	10536.0	7162.0	4837.0	3757.0	4385.0
trimmed_Res2_Phage_C5_1_paired	20979.0	22100.0	23392.0	23932.0	24608.0	25159.0	25240.0	24950.0	25187.0	25105.0	24943.0	24457.0	24317.0	23518.0	23233.0	22507.0	22243.0	21469.0	20684.0	20133.0	19448.0	18442.0	17703.0	17273.0	16416.0	15560.0	14563.0	14049.0	12807.0	12136.0	11087.0	10259.0	9543.0	9170.0	8635.0	8253.0	8293.0	8288.0	8273.0	8361.0	8043.0	7410.0	7319.0	8195.0	14655.0	52449.0
trimmed_Res2_Phage_C5_2_paired	22464.0	23566.0	24959.0	25633.0	26473.0	27139.0	27366.0	27184.0	27694.0	27629.0	27603.0	27322.0	27111.0	26297.0	26092.0	25201.0	24920.0	24506.0	23695.0	23264.0	22712.0	21839.0	21197.0	20773.0	19787.0	18910.0	17932.0	17526.0	17100.0	16484.0	15500.0	14463.0	12841.0	11983.0	10832.0	9826.0	8240.0	6345.0	4602.0	3287.0	2262.0	1665.0	1059.0	664.0	396.0	443.0
trimmed_Res2_Phage_C6_1_paired	6432.0	6646.0	7070.0	7064.0	7544.0	7672.0	7945.0	8322.0	8562.0	9099.0	9088.0	9262.0	9588.0	9793.0	10262.0	10210.0	10485.0	10536.0	10995.0	10964.0	11229.0	11328.0	11263.0	11378.0	11508.0	11313.0	11556.0	11268.0	11392.0	11131.0	10894.0	10518.0	10640.0	10322.0	10112.0	9997.0	9712.0	9337.0	9230.0	8731.0	8030.0	7302.0	7530.0	8362.0	19727.0	104927.0
trimmed_Res2_Phage_C6_2_paired	7689.0	7867.0	8487.0	8551.0	9113.0	9479.0	9731.0	10377.0	10633.0	11154.0	11435.0	12177.0	12023.0	12502.0	12912.0	12851.0	13593.0	13775.0	14104.0	14239.0	14681.0	14832.0	14773.0	15015.0	14973.0	14974.0	15138.0	14871.0	15205.0	14720.0	14270.0	13634.0	13551.0	13178.0	13167.0	14007.0	14264.0	14207.0	13324.0	11823.0	10438.0	10325.0	6693.0	4541.0	3445.0	3535.0
trimmed_Res2_Phage_D1_1_paired	15601.0	15872.0	16517.0	16737.0	17236.0	17473.0	18083.0	18271.0	18499.0	19099.0	18970.0	19365.0	19585.0	20010.0	20017.0	20398.0	20471.0	20959.0	20809.0	20913.0	20837.0	20891.0	20924.0	21234.0	20963.0	20801.0	20330.0	20443.0	19890.0	19719.0	18836.0	18074.0	17512.0	17189.0	17002.0	16466.0	16189.0	15959.0	15398.0	15092.0	14313.0	12756.0	12610.0	13733.0	27160.0	121217.0
trimmed_Res2_Phage_D1_2_paired	17697.0	17834.0	18868.0	19222.0	19883.0	20337.0	21049.0	21652.0	21962.0	22730.0	22857.0	23737.0	23754.0	24454.0	24620.0	24807.0	25308.0	26295.0	26133.0	26449.0	26707.0	27113.0	26929.0	27574.0	27372.0	27319.0	26632.0	26717.0	26806.0	26376.0	25170.0	24212.0	22607.0	21521.0	20933.0	20328.0	19304.0	17117.0	14539.0	12057.0	9776.0	8753.0	5678.0	3788.0	2613.0	2834.0
trimmed_Res2_Phage_D2_1_paired	14685.0	16599.0	18320.0	19964.0	21630.0	23033.0	24827.0	26035.0	27433.0	28147.0	29280.0	30278.0	30970.0	31033.0	31751.0	32310.0	32139.0	32502.0	32819.0	32575.0	32540.0	32391.0	32256.0	31578.0	31052.0	30119.0	29401.0	28541.0	27836.0	26875.0	25689.0	23358.0	23098.0	22448.0	21986.0	21766.0	22105.0	23069.0	23702.0	23501.0	22907.0	20033.0	18152.0	17193.0	27424.0	90551.0
trimmed_Res2_Phage_D2_2_paired	17467.0	18918.0	21105.0	23051.0	24885.0	26635.0	28853.0	30397.0	31809.0	32705.0	34415.0	36006.0	36545.0	36562.0	37414.0	38018.0	38422.0	39278.0	39609.0	39712.0	40018.0	40602.0	40297.0	40080.0	40161.0	39677.0	38824.0	38755.0	39351.0	39324.0	38216.0	35194.0	31810.0	28177.0	24610.0	21377.0	18974.0	12955.0	9528.0	6360.0	4082.0	2518.0	1348.0	901.0	520.0	436.0
trimmed_Res2_Phage_D3_1_paired	26847.0	28095.0	29719.0	30226.0	31504.0	31719.0	32801.0	32879.0	33390.0	33323.0	33029.0	32865.0	32365.0	32172.0	31739.0	30743.0	30321.0	30144.0	28845.0	28871.0	27857.0	27056.0	25980.0	25061.0	24429.0	23319.0	22377.0	21184.0	20181.0	19033.0	17832.0	15925.0	15717.0	15568.0	15509.0	15811.0	16581.0	17573.0	18974.0	19477.0	19141.0	16934.0	14567.0	11596.0	14869.0	36796.0
trimmed_Res2_Phage_D3_2_paired	28387.0	29454.0	31561.0	32234.0	33621.0	33952.0	35473.0	35666.0	35981.0	36009.0	35971.0	36041.0	35596.0	35338.0	34980.0	34175.0	34202.0	34056.0	32924.0	33141.0	32348.0	31953.0	30738.0	30156.0	29845.0	29572.0	28936.0	29150.0	29722.0	30510.0	30548.0	27943.0	24595.0	20132.0	15481.0	11624.0	9679.0	5730.0	4252.0	3011.0	2213.0	1570.0	904.0	635.0	469.0	466.0
trimmed_Res2_Phage_D4_1_paired	9034.0	9562.0	10057.0	10261.0	10562.0	10769.0	10977.0	11020.0	11137.0	11273.0	11361.0	11542.0	11417.0	11752.0	11624.0	11976.0	12200.0	12081.0	12047.0	11943.0	12089.0	11858.0	12066.0	11828.0	11393.0	11237.0	10893.0	10427.0	9923.0	9288.0	8527.0	7613.0	7463.0	7245.0	7085.0	6656.0	6629.0	6742.0	6413.0	6424.0	6068.0	5276.0	4394.0	3791.0	4992.0	19431.0
trimmed_Res2_Phage_D4_2_paired	9352.0	9908.0	10418.0	10786.0	11040.0	11320.0	11656.0	11730.0	11815.0	11992.0	12129.0	12338.0	12296.0	12645.0	12475.0	12837.0	13200.0	13118.0	13063.0	12966.0	13145.0	13070.0	13165.0	12968.0	12697.0	12558.0	12348.0	12407.0	12719.0	12831.0	12576.0	11329.0	10041.0	8616.0	6764.0	5376.0	4778.0	3859.0	3616.0	3184.0	3054.0	3160.0	2279.0	1665.0	1374.0	1683.0
trimmed_Res2_Phage_D5_1_paired	19886.0	22092.0	24592.0	26571.0	29543.0	31443.0	33715.0	35700.0	37182.0	38721.0	39594.0	40795.0	41365.0	41253.0	41462.0	41308.0	40474.0	40191.0	39277.0	38316.0	37030.0	36140.0	34746.0	33033.0	31468.0	29372.0	27728.0	25455.0	23449.0	22118.0	20494.0	18526.0	17474.0	16878.0	16499.0	16126.0	16430.0	17020.0	17318.0	17232.0	16716.0	14154.0	12708.0	11480.0	17206.0	66117.0
trimmed_Res2_Phage_D5_2_paired	21776.0	23957.0	26773.0	29002.0	32375.0	34350.0	37036.0	39246.0	40822.0	42685.0	43710.0	45261.0	45677.0	45752.0	45900.0	45580.0	44883.0	44690.0	43750.0	42941.0	41346.0	40259.0	38714.0	36846.0	35484.0	33787.0	32435.0	31569.0	31028.0	31125.0	29802.0	26692.0	23046.0	19648.0	16382.0	13765.0	12526.0	10114.0	8419.0	6592.0	5637.0	5113.0	3461.0	2399.0	1849.0	2193.0
trimmed_Res2_Phage_D6_1_paired	43491.0	45453.0	47793.0	49275.0	50809.0	51571.0	52746.0	52331.0	52151.0	51881.0	51770.0	50207.0	49087.0	48172.0	46967.0	45258.0	44326.0	42573.0	41292.0	39457.0	37150.0	35828.0	33695.0	32052.0	30231.0	28196.0	26158.0	24515.0	22637.0	20818.0	19626.0	18260.0	17754.0	16590.0	16748.0	16802.0	17024.0	17912.0	18843.0	19461.0	19086.0	17170.0	15614.0	14280.0	23313.0	103427.0
trimmed_Res2_Phage_D6_2_paired	45681.0	47802.0	50064.0	51971.0	53641.0	54355.0	55731.0	55061.0	55203.0	55147.0	54818.0	53306.0	52105.0	51031.0	49991.0	48228.0	47047.0	45623.0	44117.0	42679.0	40421.0	39190.0	37063.0	35608.0	34380.0	32811.0	31869.0	32430.0	33577.0	34648.0	35258.0	32513.0	28871.0	24910.0	21015.0	18405.0	16354.0	14612.0	12782.0	11119.0	9755.0	9645.0	6491.0	4586.0	3689.0	4197.0
trimmed_Res2_Phage_E1_1_paired	80838.0	84679.0	86914.0	88655.0	90832.0	92224.0	93647.0	95157.0	96094.0	96333.0	96593.0	96935.0	96543.0	95235.0	95506.0	94498.0	94213.0	93058.0	91949.0	90707.0	89349.0	87483.0	86414.0	84308.0	82050.0	80957.0	78477.0	76888.0	74496.0	72709.0	70046.0	67437.0	65620.0	63546.0	61190.0	59946.0	59035.0	57593.0	56073.0	55358.0	54498.0	51319.0	57611.0	64883.0	129001.0	787045.0
trimmed_Res2_Phage_E1_2_paired	87801.0	91728.0	94676.0	96988.0	98984.0	100857.0	103491.0	105113.0	106121.0	106583.0	107143.0	108046.0	107851.0	107414.0	107388.0	106216.0	106800.0	106395.0	106203.0	106103.0	107728.0	107155.0	101842.0	101310.0	99716.0	99331.0	97265.0	96393.0	96544.0	96242.0	99292.0	94637.0	95618.0	92362.0	93294.0	99896.0	107702.0	112801.0	120339.0	116376.0	105197.0	77503.0	54480.0	35233.0	26133.0	27652.0
trimmed_Res2_Phage_E2_1_paired	34431.0	36709.0	39014.0	40607.0	42345.0	43476.0	44225.0	44876.0	45280.0	45508.0	45934.0	45691.0	45103.0	44950.0	44060.0	42901.0	42223.0	41443.0	40120.0	38491.0	37618.0	36117.0	34344.0	32678.0	30675.0	28681.0	26117.0	23986.0	21969.0	19962.0	19049.0	17446.0	17154.0	16914.0	17748.0	18517.0	21273.0	24416.0	27606.0	29440.0	28509.0	25204.0	20645.0	16131.0	18315.0	43843.0
trimmed_Res2_Phage_E2_2_paired	37265.0	39617.0	42031.0	43920.0	46039.0	47277.0	48494.0	49061.0	49458.0	50197.0	50546.0	50048.0	49864.0	49188.0	48270.0	47374.0	46460.0	45737.0	44882.0	43411.0	42534.0	41120.0	39437.0	37797.0	36486.0	35844.0	34890.0	36882.0	39909.0	42583.0	43447.0	38116.0	30207.0	22989.0	16261.0	11123.0	7809.0	5189.0	3435.0	2412.0	1570.0	958.0	640.0	411.0	281.0	275.0
trimmed_Res2_Phage_E3_1_paired	35227.0	35903.0	38402.0	38898.0	40288.0	40944.0	41499.0	41513.0	41195.0	41612.0	40857.0	40455.0	40312.0	39264.0	38471.0	37150.0	36147.0	35274.0	34070.0	32459.0	31205.0	30216.0	28015.0	26492.0	24409.0	22712.0	20338.0	18318.0	16566.0	15040.0	13729.0	13123.0	12463.0	12375.0	12996.0	13801.0	15498.0	17497.0	19297.0	20154.0	19077.0	16251.0	13531.0	10938.0	13160.0	39738.0
trimmed_Res2_Phage_E3_2_paired	37676.0	38391.0	40989.0	42176.0	43590.0	44375.0	45332.0	45216.0	45122.0	45917.0	45060.0	44721.0	44673.0	43095.0	42326.0	41039.0	39775.0	38940.0	37821.0	36112.0	34775.0	33787.0	31251.0	29780.0	28065.0	27247.0	25982.0	26679.0	28185.0	28841.0	27959.0	24162.0	19206.0	14818.0	10828.0	8160.0	6191.0	4835.0	3757.0	2775.0	2145.0	1889.0	1179.0	821.0	620.0	596.0
trimmed_Res2_Phage_E4_1_paired	109370.0	114901.0	118830.0	120526.0	123016.0	125025.0	125412.0	126077.0	125692.0	125765.0	125277.0	124413.0	123209.0	121250.0	120228.0	118568.0	117021.0	114453.0	112810.0	110357.0	108689.0	106765.0	104565.0	101663.0	99243.0	96776.0	94408.0	92699.0	90352.0	87546.0	86262.0	84128.0	81286.0	78871.0	76158.0	74067.0	71615.0	69833.0	67426.0	66878.0	65508.0	63696.0	72813.0	83736.0	150445.0	867226.0
