Running on Individual J
Completed indexing bam file
Completed the cutting of contigs
Completed coverage table step
Setting 8 OMP threads
Generate input data
0,-1869804.585176,49736.777528
1,-1829533.360930,40271.224246
2,-1798873.479257,30659.881673
3,-1774095.255162,24778.224095
4,-1750228.250778,23867.004384
5,-1732460.013560,17768.237219
6,-1716763.077801,15696.935758
7,-1702847.094873,13915.982928
8,-1691946.050197,10901.044676
9,-1682350.196225,9595.853972
10,-1673987.932286,8362.263939
11,-1668046.925272,5941.007014
12,-1663994.404700,4052.520572
13,-1658258.540089,5735.864611
14,-1655207.328760,3051.211329
15,-1653219.122557,1988.206203
16,-1650552.252616,2666.869941
17,-1647133.380833,3418.871783
18,-1645636.805938,1496.574895
19,-1645059.288941,577.516996
20,-1644090.000414,969.288528
21,-1643253.819456,836.180957
22,-1642112.349699,1141.469758
23,-1641369.788526,742.561173
24,-1640623.370812,746.417714
25,-1639845.569774,777.801038
26,-1639130.429175,715.140600
27,-1638757.477468,372.951707
28,-1637935.385619,822.091849
29,-1637297.773182,637.612436
30,-1636924.860692,372.912490
31,-1635827.258932,1097.601760
32,-1634845.983045,981.275887
33,-1634669.154298,176.828747
34,-1634480.667040,188.487258
35,-1634309.898066,170.768974
36,-1633697.270790,612.627276
37,-1633466.747322,230.523468
38,-1633277.069393,189.677929
39,-1632632.935216,644.134176
40,-1631656.274133,976.661083
41,-1631092.896678,563.377456
42,-1630926.877361,166.019317
43,-1630675.555864,251.321497
44,-1630395.716364,279.839501
45,-1629868.194887,527.521476
46,-1629281.727268,586.467619
47,-1629156.967848,124.759421
48,-1629022.744428,134.223420
49,-1628816.622541,206.121887
50,-1627414.671733,1401.950808
51,-1627302.187854,112.483879
52,-1627218.392389,83.795464
53,-1627092.712995,125.679395
54,-1626596.249216,496.463779
55,-1626532.975019,63.274196
56,-1626424.921819,108.053200
57,-1626319.854470,105.067350
58,-1626261.905124,57.949346
59,-1625398.793124,863.111999
60,-1625362.354181,36.438943
61,-1625324.932391,37.421790
62,-1625278.633406,46.298985
63,-1625225.195436,53.437970
64,-1625169.260286,55.935150
65,-1625145.023410,24.236876
66,-1624715.742222,429.281188
67,-1624703.439914,12.302308
68,-1624685.547063,17.892851
69,-1624235.868189,449.678874
70,-1623790.729130,445.139059
71,-1623754.358079,36.371051
72,-1623712.541364,41.816714
73,-1623272.701138,439.840226
74,-1623239.135535,33.565603
75,-1622817.101327,422.034208
76,-1622793.606725,23.494602
77,-1622762.457931,31.148794
78,-1622737.232274,25.225657
79,-1622717.655882,19.576391
80,-1622725.520102,7.864220
81,-1622715.288090,10.232012
82,-1622684.685975,30.602115
83,-1622665.365100,19.320875
84,-1622644.608500,20.756600
85,-1622629.169045,15.439455
86,-1622611.907351,17.261694
87,-1622609.923075,1.984276
88,-1622630.031331,20.108256
89,-1622598.730976,31.300355
90,-1622559.350640,39.380336
91,-1622151.642888,407.707753
92,-1622164.870661,13.227773
93,-1622183.495779,18.625118
94,-1622161.928674,21.567105
95,-1622155.756808,6.171865
96,-1622134.138837,21.617971
97,-1622133.651595,0.487243
98,-1622146.669036,13.017442
99,-1622160.958884,14.289847
100,-1622157.767677,3.191207
101,-1622157.702612,0.065065
102,-1622168.443246,10.740634
103,-1622167.469511,0.973734
104,-1622172.943628,5.474117
105,-1622192.959171,20.015543
106,-1622204.493109,11.533938
107,-1622215.588121,11.095012
108,-1622211.612087,3.976034
109,-1622161.258119,50.353968
110,-1622118.014748,43.243371
111,-1622093.622343,24.392405
112,-1622075.907092,17.715251
113,-1622066.658204,9.248887
114,-1622062.272573,4.385632
115,-1622065.532650,3.260077
116,-1622067.216568,1.683918
117,-1622068.643539,1.426971
118,-1622071.766863,3.123324
119,-1622074.708195,2.941332
120,-1622071.376021,3.332175
121,-1622069.737115,1.638905
122,-1622068.627980,1.109135
123,-1622066.570251,2.057729
124,-1622063.305130,3.265121
125,-1622066.394903,3.089773
126,-1622065.888098,0.506805
127,-1622060.281580,5.606518
128,-1622057.513844,2.767736
